author_rank,author_name,author_key,inspire_author_recid,author_type,paper_count,frontier_count,frontiers,first_year,last_year,citable_paper_count,total_citations_on_coauthored_papers,mean_citations_on_coauthored_papers,max_citations_on_coauthored_papers
1263,"Fanourakis, George",INSPIRE:1010365,1010365,individual,3,6,AF | CF | IF | NF | RPF | UF,2022,2022,3,151,50.333333333333336,136
1264,"Valente, R.U.",INSPIRE:2052877,2052877,individual,3,3,AF | EF | IF,2022,2022,3,151,50.333333333333336,87
1265,"Adames, M.R.",INSPIRE:1782590,1782590,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1266,"Arroyave, M.A.",INSPIRE:1761048,1761048,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1267,"Aushev, V.",INSPIRE:1032777,1032777,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1268,"Baldi, P.",INSPIRE:1729495,1729495,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1269,"Barkhouse, W.A.",INSPIRE:1052560,1052560,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1270,"Bazetto, M.C.Q.",INSPIRE:1721290,1721290,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1271,"Bellettini, G.",INSPIRE:1016859,1016859,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1272,"Bezerra, A.T.",INSPIRE:2130474,2130474,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1273,"Bolton, T.",INSPIRE:1015913,1015913,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1274,"Bomben, L.",INSPIRE:1888091,1888091,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1275,"Bonilla-Diaz, C.",INSPIRE:1271789,1271789,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1276,"Cai, T.",INSPIRE:1068261,1068261,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1277,"Cavanna, F.",INSPIRE:1014237,1014237,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1278,"Chappell, A.",INSPIRE:1513720,1513720,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1279,"Coan, T.E.",INSPIRE:1013343,1013343,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1280,"Cova, P.",INSPIRE:1284742,1284742,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1281,"De, S.",INSPIRE:1074381,1074381,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1282,"Delmonte, N.",INSPIRE:1284743,1284743,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1283,"Dharmapalan, R.",INSPIRE:1068217,1068217,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1284,"Felix, J.",INSPIRE:1022263,1022263,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1285,"Feng, Y.",INSPIRE:1451622,1451622,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1286,"Filip, P.",INSPIRE:1030064,1030064,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1287,"Foreman, W.",INSPIRE:1009694,1009694,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1288,"Giri, A.K.",INSPIRE:1038927,1038927,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1289,"Gogota, O.",INSPIRE:1065989,1065989,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1290,"Gollapinni, S.",INSPIRE:1059399,1059399,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1291,"Gran, R.",INSPIRE:1007744,1007744,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1292,"Granger, P.",INSPIRE:1758308,1758308,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1293,"Harris, D.A.",INSPIRE:1006648,1006648,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1294,"Ho, J.",INSPIRE:1224674,1224674,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1295,"Ilic, N.",INSPIRE:1072946,1072946,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1296,"Joaquim, F.R.",INSPIRE:1004302,1004302,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1297,"Jwa, Y.-J.",INSPIRE:1614971,1614971,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1298,"Kosc, T.",INSPIRE:1888215,1888215,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1299,"Kothekar, K.",INSPIRE:1305573,1305573,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1300,"Kreslo, I.",INSPIRE:1001840,1001840,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1301,"Kubota, S.",INSPIRE:3166289,3166289,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1302,"Kvasnicka, J.",INSPIRE:1072966,1072966,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1303,"LeCompte, T.",INSPIRE:1000833,1000833,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1304,"Lehmann Miotto, G.",INSPIRE:1000665,1000665,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1305,"Li, Y.",INSPIRE:1648710,1648710,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1306,"Marchionni, A.",INSPIRE:998849,998849,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1307,"Marinho, F.",INSPIRE:1065528,1065528,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1308,"Mehta, P.",INSPIRE:1019229,1019229,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1309,"Minotti, A.",INSPIRE:1259577,1259577,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1310,"Montanari, C.",INSPIRE:996976,996976,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1311,"Montaño Zetina, L.M.",INSPIRE:1066312,1066312,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1312,"Moor, A.F.",INSPIRE:1873502,1873502,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1313,"Moretti, D.",INSPIRE:2130641,2130641,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1314,"Morquecho, M.A. Hernandez",INSPIRE:1888189,1888189,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1315,"Moura, C.A.",INSPIRE:1041800,1041800,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1316,"Mualem, L.M.",INSPIRE:996604,996604,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1317,"Nachtman, J.",INSPIRE:996327,996327,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1318,"Nagu, S.",INSPIRE:1729500,1729500,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1319,"Nowak, J.A.",INSPIRE:1039368,1039368,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1320,"Onishchuk, Y.",INSPIRE:1065779,1065779,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1321,"Patterson, R.B.",INSPIRE:1046583,1046583,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1322,"Paulucci, L.",INSPIRE:1060094,1060094,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1323,"Pompa, F.",INSPIRE:1843300,1843300,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1324,"Poonthottathil, N.",INSPIRE:1191574,1191574,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1325,"Sacerdoti, S.",INSPIRE:1067923,1067923,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1326,"Sahu, N.",INSPIRE:1024866,1024866,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1327,"Sala, P.",INSPIRE:990585,990585,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1328,"Senise, Jr.C.R.",INSPIRE:1052061,1052061,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1329,"Sharma, H.R.",INSPIRE:1888379,1888379,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1330,"Singh, P.",INSPIRE:988557,988557,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1331,"Soderberg, M.",INSPIRE:1024336,1024336,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1332,"Solano Salinas, C.J.",INSPIRE:988155,988155,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1333,"Spurgeon, K.",INSPIRE:1888397,1888397,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1334,"Tarpara, E.",INSPIRE:2034145,2034145,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1335,"Tonazzo, A.",INSPIRE:985901,985901,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1336,"Tortorici, F.",INSPIRE:1408395,1408395,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1337,"Urheim, J.",INSPIRE:985186,985186,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1338,"Valder, S.",INSPIRE:1768148,1768148,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1339,"Valdiviesso, G.A.",INSPIRE:1238869,1238869,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1340,"Wang, M.H.L.S.",INSPIRE:984142,984142,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1341,"Waters, D.",INSPIRE:984002,984002,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1342,"Weber, M.",INSPIRE:983930,983930,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1343,"Whittington, D.",INSPIRE:1067832,1067832,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1344,"Wilkinson, A.",INSPIRE:1235618,1235618,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1345,"Wresilo, K.",INSPIRE:1823143,1823143,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1346,"Yaeggy, B.",INSPIRE:1622091,1622091,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1347,"Zalesak, J.",INSPIRE:1032524,1032524,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1348,"Zuklin, J.",INSPIRE:1420493,1420493,individual,3,4,CF | IF | NF | RPF,2022,2022,3,149,49.666666666666664,82
1349,"Galbiati, Cristiano",INSPIRE:1027813,1027813,individual,3,4,CF | IF | NF | UF,2022,2022,3,148,49.333333333333336,132
1350,"Sander, Joel",INSPIRE:1038667,1038667,individual,3,5,CF | CompF | IF | NF | UF,2022,2022,3,148,49.333333333333336,83
1351,"Cholis, Ilias",INSPIRE:1059114,1059114,individual,3,2,CF | TF,2022,2022,3,146,48.666666666666664,89
1352,"Hearty, Christopher",INSPIRE:1006366,1006366,individual,3,5,AF | CF | EF | RPF | TF,2021,2022,3,146,48.666666666666664,69
1353,"Ng, Cho-Kuen",INSPIRE:995769,995769,individual,3,4,AF | CEF | CompF | EF,2021,2022,3,143,47.666666666666664,99
1354,"Monahan, Christopher J.",INSPIRE:1191683,1191683,individual,3,6,CF | CompF | EF | NF | RPF | TF,2022,2022,3,142,47.333333333333336,60
1355,"Harton, J.",INSPIRE:1006592,1006592,individual,3,4,CF | IF | NF | RPF,2022,2022,3,140,46.666666666666664,82
1356,"Hoffstaetter, Georg Heinz",INSPIRE:1005781,1005781,individual,3,5,AF | CompF | IF | RPF | TF,2022,2022,3,140,46.666666666666664,136
1357,"Raaf, J.L.",INSPIRE:1019117,1019117,individual,3,4,CF | IF | NF | RPF,2022,2022,3,140,46.666666666666664,82
1358,"Crisler, M.",INSPIRE:1012783,1012783,individual,3,4,CF | IF | NF | RPF,2022,2022,3,137,45.666666666666664,82
1359,"McKeen, David",INSPIRE:1046699,1046699,individual,3,6,CF | EF | IF | NF | RPF | TF,2022,2022,3,137,45.666666666666664,62
1360,"Ott, J.",INSPIRE:1064535,1064535,individual,3,4,CF | IF | NF | RPF,2022,2022,3,135,45.0,82
1361,"Snively, Emma",INSPIRE:1962775,1962775,individual,3,4,AF | CEF | EF | IF,2022,2022,3,135,45.0,99
1362,"van de Vis, Jorinde",INSPIRE:1589979,1589979,individual,3,3,CF | RPF | TF,2022,2022,3,133,44.333333333333336,53
1363,"Anfimov, N.",INSPIRE:1272984,1272984,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1364,"Bongrand, M.",INSPIRE:1045325,1045325,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1365,"Breton, D.",INSPIRE:1067238,1067238,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1366,"Butorov, I.",INSPIRE:1328916,1328916,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1367,"Chukanov, A.",INSPIRE:1037794,1037794,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1368,"Cussans, D.",INSPIRE:1062210,1062210,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1369,"Dalager, O.",INSPIRE:1879842,1879842,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1370,"Dwyer, D.A.",INSPIRE:1078992,1078992,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1371,"Fedoseev, D.",INSPIRE:1451610,1451610,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1372,"Gamble, T.",INSPIRE:1027586,1027586,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1373,"Ioannisian, A.",INSPIRE:1043148,1043148,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1374,"Kazaryan, N.",INSPIRE:1408445,1408445,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1375,"Kohn, S.",INSPIRE:1408388,1408388,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1376,"Ling, J.J.",INSPIRE:1049225,1049225,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1377,"Matsuno, S.",INSPIRE:998313,998313,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1378,"Muheim, F.",INSPIRE:996560,996560,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1379,"Olshevskiy, A.",INSPIRE:994967,994967,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1380,"Rybnikov, A.",INSPIRE:1879986,1879986,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1381,"Scarff, A.",INSPIRE:1589385,1589385,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1382,"Sfar, H. Rejeb",INSPIRE:1888339,1888339,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1383,"Simard, L.",INSPIRE:1066063,1066063,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1384,"Siyeon, K.",INSPIRE:1019290,1019290,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1385,"Sotnikov, A.",INSPIRE:1268399,1268399,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1386,"Stanco, L.",INSPIRE:987753,987753,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1387,"Tull, C.E.",INSPIRE:985468,985468,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1388,"Yoon, Y.S.",INSPIRE:1121761,1121761,individual,3,4,CF | IF | NF | RPF,2022,2022,3,132,44.0,82
1389,"Bellantoni, Leo",INSPIRE:1016869,1016869,individual,3,5,CF | IF | NF | RPF | TF,2022,2022,3,130,43.333333333333336,82
1390,"Cremonesi, Linda",INSPIRE:1259351,1259351,individual,3,5,CF | IF | NF | RPF | TF,2022,2022,3,130,43.333333333333336,82
1391,"Di Capua, Francesco",INSPIRE:1424005,1424005,individual,3,4,CF | IF | NF | RPF,2022,2022,3,130,43.333333333333336,82
1392,"Paley, Jonathan",INSPIRE:1021354,1021354,individual,3,5,CF | IF | NF | RPF | TF,2022,2022,3,130,43.333333333333336,82
1393,"Pallavicini, Marco",INSPIRE:994450,994450,individual,3,4,CF | IF | NF | RPF,2022,2022,3,130,43.333333333333336,82
1394,"Peng, Haiping",INSPIRE:1029252,1029252,individual,3,4,IF | NF | RPF | UF,2022,2022,3,130,43.333333333333336,67
1395,"Soldner-Rembold, Stefan",INSPIRE:988147,988147,individual,3,4,CF | IF | NF | RPF,2022,2022,3,130,43.333333333333336,82
1396,"Habig, A.",INSPIRE:1007082,1007082,individual,3,4,CF | IF | NF | RPF,2022,2022,3,129,43.0,82
1397,"Grilli di Cortona, Giovanni",INSPIRE:1335922,1335922,individual,3,5,CF | EF | IF | NF | TF,2021,2022,3,127,42.333333333333336,86
1398,"Yang, G.",INSPIRE:1912145,1912145,individual,3,5,CF | IF | NF | RPF | UF,2022,2022,3,126,42.0,82
1399,"Borkum, A.",INSPIRE:1888094,1888094,individual,3,5,CF | IF | NF | RPF | UF,2022,2022,3,125,41.666666666666664,82
